ticker,날짜,O,H,L,C,V
1028,2010-12-10,261.57,262.73,260.82,261.74,92737356
1028,2010-12-13,262.7,263.54,261.37,263.31,92886895
1028,2010-12-14,263.94,265.19,263.38,265.13,120699576
1028,2010-12-15,265.03,265.95,264.2,265.95,112013157
1028,2010-12-16,264.83,266.47,263.97,264.92,88005826
1028,2010-12-17,266.19,267.89,265.14,267.67,119461052
1028,2010-12-20,265.48,267.69,264.06,267.42,134870946
1028,2010-12-21,269.13,270.44,268.61,269.31,126913752
1028,2010-12-22,269.52,270.43,269.02,269.6,104032322
1028,2010-12-23,270.03,270.23,268.27,269.62,89670978
1028,2010-12-24,270.1,270.36,268.29,268.5,93033256
1028,2010-12-27,267.68,269.11,266.79,267.35,94704901
1028,2010-12-28,268.21,270.37,267.94,269.04,115967688
1028,2010-12-29,268.29,270.49,268.0,270.44,86463491
1028,2010-12-30,270.84,271.53,270.0,271.19,86065568
1028,2011-01-03,272.84,273.81,271.63,273.81,100075525
1028,2011-01-04,274.29,275.78,273.69,275.78,113809011
1028,2011-01-05,275.37,275.94,274.57,275.35,127213758
1028,2011-01-06,276.91,277.13,273.08,274.72,143226705
1028,2011-01-07,274.0,275.61,273.24,275.61,113105022
1028,2011-01-10,274.91,275.75,272.44,273.99,123705415
1028,2011-01-11,273.81,275.1,271.26,275.1,114625444
1028,2011-01-12,275.53,276.7,274.79,276.17,134797528
1028,2011-01-13,276.49,278.52,274.81,275.52,169447581
1028,2011-01-14,275.39,278.17,273.45,278.17,183856905
1028,2011-01-17,278.49,279.67,277.04,277.05,151515728
1028,2011-01-18,276.43,278.8,276.07,276.6,139441112
1028,2011-01-19,277.9,279.86,274.81,279.25,151377513
1028,2011-01-20,278.52,278.96,277.12,277.75,109291478
1028,2011-01-21,277.22,277.38,272.28,272.67,140577697
1028,2011-01-24,272.25,274.68,271.92,274.5,107723072
1028,2011-01-25,275.8,277.76,274.86,275.18,130496968
1028,2011-01-26,276.16,279.19,275.92,278.81,113838670
1028,2011-01-27,279.34,280.26,278.34,279.2,124112916
1028,2011-01-28,279.18,279.79,276.58,278.45,124678285
1028,2011-01-31,274.8,275.95,273.12,273.12,116191625
1028,2011-02-01,274.5,275.46,273.44,273.45,107293135
1028,2011-02-07,277.76,278.68,274.9,274.9,114649361
1028,2011-02-08,276.01,276.36,272.84,273.16,116763154
1028,2011-02-09,274.18,274.2,268.84,269.9,109634101
1028,2011-02-10,269.21,269.83,264.57,264.57,119189835
1028,2011-02-11,264.8,266.76,260.13,260.4,124670005
1028,2011-02-14,263.49,266.29,261.98,266.02,107226623
1028,2011-02-15,266.49,268.23,264.39,265.4,108129015
1028,2011-02-16,264.95,267.14,262.52,262.56,106001905
1028,2011-02-17,264.41,265.14,258.83,261.23,132445178
1028,2011-02-18,263.03,266.22,261.82,265.8,111961140
1028,2011-02-21,265.88,266.07,262.71,264.55,113038476
1028,2011-02-22,260.81,262.06,258.58,260.13,113190270
1028,2011-02-23,259.18,261.3,257.87,259.21,105105855
1028,2011-02-24,258.69,260.4,257.04,257.69,96546490
1028,2011-02-25,258.49,259.68,256.43,259.28,89777465
1028,2011-02-28,257.96,258.83,255.88,256.36,86800542
1028,2011-03-02,253.95,256.58,253.9,254.96,81300074
1028,2011-03-03,256.82,260.48,256.55,260.48,85844408
1028,2011-03-04,263.06,265.96,262.41,265.42,103584497
1028,2011-03-07,264.12,265.2,261.12,261.44,69664154
1028,2011-03-08,261.87,265.09,260.56,263.33,88748525
1028,2011-03-09,264.84,266.18,262.39,263.8,110321585
1028,2011-03-10,263.41,263.66,259.55,260.59,118230248
1028,2011-03-11,257.17,259.22,256.15,256.83,88216142
1028,2011-03-14,256.64,260.69,254.63,260.69,161481850
1028,2011-03-15,260.14,262.77,249.34,254.29,178117395
1028,2011-03-16,258.44,260.22,255.66,259.44,123216347
1028,2011-03-17,254.66,260.25,254.23,259.8,120056544
1028,2011-03-18,260.13,263.59,259.58,262.39,111774603
1028,2011-03-21,262.74,265.18,262.64,264.89,99625070
1028,2011-03-22,265.97,266.48,264.76,266.05,115160078
1028,2011-03-23,266.69,266.99,264.64,265.67,148513199
1028,2011-03-24,266.97,268.95,266.85,268.93,128245003
1028,2011-03-25,271.91,272.22,269.78,271.66,134099473
1028,2011-03-28,271.7,272.65,270.51,272.13,128562485
1028,2011-03-29,271.49,274.22,271.04,274.22,106847005
1028,2011-03-30,274.76,278.2,274.46,277.04,142844996
1028,2011-03-31,277.97,278.87,276.52,278.87,142599424
1028,2011-04-01,278.92,280.73,278.1,280.73,135226146
1028,2011-04-04,281.1,281.3,278.38,280.01,138913551
1028,2011-04-05,280.3,282.03,278.87,282.03,122669623
1028,2011-04-06,281.8,282.73,280.25,281.35,161504151
1028,2011-04-07,282.22,282.62,279.15,280.45,145993156
1028,2011-04-08,280.0,282.21,279.7,281.05,167077094
1028,2011-04-11,280.79,282.03,279.34,280.49,128449747
1028,2011-04-12,279.74,279.78,275.99,276.13,127622955
1028,2011-04-13,276.5,280.68,275.12,280.68,117661127
1028,2011-04-14,279.89,283.15,278.65,283.15,148798089
1028,2011-04-15,282.36,283.23,280.83,282.8,125550288
1028,2011-04-18,283.58,283.98,280.76,282.14,147749448
1028,2011-04-19,279.36,282.12,278.83,280.43,146576384
1028,2011-04-20,283.63,287.23,282.54,287.19,162546119
1028,2011-04-21,289.99,293.16,289.09,291.16,191070658
1028,2011-04-22,291.43,292.2,289.86,290.84,140819401
1028,2011-04-25,291.72,293.01,290.82,292.69,121836037
1028,2011-04-26,293.04,293.59,290.04,291.38,165640568
1028,2011-04-27,294.05,295.16,290.04,292.08,190608500
1028,2011-04-28,293.23,294.42,290.24,292.15,157385834
1028,2011-04-29,292.37,293.76,288.35,290.39,170786083
1028,2011-05-02,291.93,295.37,291.88,295.35,120032921
1028,2011-05-03,294.85,295.51,289.94,291.65,126165217
1028,2011-05-04,290.87,291.49,287.43,288.46,132932221
1028,2011-05-06,284.54,285.15,281.93,283.68,124216218
1028,2011-05-09,285.16,285.8,282.22,282.59,91275062
1028,2011-05-11,285.66,286.3,283.36,286.3,104688222
1028,2011-05-12,282.52,283.98,280.02,280.02,134840177
1028,2011-05-13,281.27,281.56,277.5,279.59,145732260
1028,2011-05-16,277.53,278.85,276.39,277.22,104267747
1028,2011-05-17,277.13,278.19,275.57,277.15,94316036
1028,2011-05-18,278.22,282.24,277.53,281.76,97493460
1028,2011-05-19,282.39,282.73,275.98,276.47,112884530
1028,2011-05-20,277.26,278.81,274.89,278.59,96777108
1028,2011-05-23,277.08,277.08,271.19,271.19,95181528
1028,2011-05-24,270.87,273.27,270.4,271.78,87040623
1028,2011-05-25,273.52,274.74,267.77,268.62,94770621
1028,2011-05-26,271.99,276.68,271.38,276.33,96148108
1028,2011-05-27,275.62,278.97,275.26,277.35,96283204
1028,2011-05-30,279.25,279.37,275.1,276.32,86821664
1028,2011-05-31,277.73,283.92,277.44,282.76,136901735
1028,2011-06-01,282.92,284.34,281.45,282.75,129261091
1028,2011-06-02,277.07,280.73,276.37,278.76,111426323
1028,2011-06-03,279.98,281.11,278.06,278.84,98779730
1028,2011-06-07,276.0,277.88,275.92,276.97,94503449
1028,2011-06-08,277.39,278.26,272.68,274.46,103488344
1028,2011-06-09,273.55,274.84,271.79,272.44,110101426
1028,2011-06-10,274.38,275.6,268.76,269.04,121661701
1028,2011-06-13,266.81,270.76,266.44,269.79,90939749
1028,2011-06-14,269.26,274.54,268.49,273.67,100051319
1028,2011-06-15,275.12,275.26,271.51,274.53,93809650
1028,2011-06-16,270.59,272.08,268.42,268.88,88884379
1028,2011-06-17,270.18,270.33,263.02,266.22,138039177
1028,2011-06-20,266.41,268.26,264.05,264.39,90678140
1028,2011-06-21,267.27,269.24,264.28,268.65,100012315
1028,2011-06-22,271.25,272.39,270.18,270.71,118052738
1028,2011-06-23,268.35,270.77,268.29,269.34,89404768
1028,2011-06-24,270.49,274.31,270.2,274.31,125717334
1028,2011-06-27,272.23,272.42,269.68,271.44,78386765
1028,2011-06-28,274.37,275.59,270.41,270.41,119446471
1028,2011-06-29,275.33,275.47,273.06,274.61,114354124
1028,2011-06-30,275.82,276.08,274.02,275.17,106213554
1028,2011-07-01,277.9,279.69,277.34,278.77,111585486
1028,2011-07-04,281.28,282.85,281.13,281.67,136282936
1028,2011-07-05,282.1,284.11,281.61,283.88,123468380
1028,2011-07-06,283.08,285.12,282.93,285.12,123082120
1028,2011-07-07,284.41,286.86,284.06,286.07,152459981
1028,2011-07-08,287.73,287.73,285.07,286.05,172419751
1028,2011-07-11,284.22,284.78,281.73,282.46,96269769
1028,2011-07-12,278.96,279.77,275.77,275.9,117131328
1028,2011-07-13,276.83,278.38,275.52,278.32,135524049
1028,2011-07-14,276.74,278.03,274.61,278.03,139758711
1028,2011-07-15,276.98,279.59,276.86,279.59,108646075
1028,2011-07-18,279.93,279.93,275.71,276.71,105937824
1028,2011-07-19,276.16,278.08,275.75,276.58,103207987
1028,2011-07-20,280.54,281.43,279.57,280.41,133540896
1028,2011-07-21,280.19,280.47,277.9,279.2,107091719
1028,2011-07-22,281.51,282.73,280.37,282.59,121553791
1028,2011-07-25,280.0,280.47,279.0,279.66,100117153
1028,2011-07-26,281.34,282.04,279.19,282.04,120045118
1028,2011-07-27,279.54,282.77,279.49,282.7,108202706
1028,2011-07-28,277.89,280.76,277.87,280.04,107025892
1028,2011-07-29,280.52,280.52,277.05,277.11,127529730
1028,2011-08-01,280.86,282.79,280.55,282.36,102247535
1028,2011-08-02,279.54,279.88,274.71,275.4,129093059
1028,2011-08-03,269.8,270.14,266.81,267.8,125313094
1028,2011-08-04,267.78,268.35,261.0,261.54,119177068
1028,2011-08-05,251.09,255.15,249.32,251.9,181493046
1028,2011-08-08,248.34,251.38,233.89,242.45,204763185
1028,2011-08-09,234.26,237.55,218.66,233.52,268496194
1028,2011-08-10,243.34,243.36,232.75,233.23,207036035
1028,2011-08-11,223.79,236.6,223.79,234.14,172406690
1028,2011-08-12,237.41,237.94,229.77,230.38,174900185
1028,2011-08-16,238.06,242.23,237.75,242.23,123793297
1028,2011-08-17,240.68,245.62,240.61,243.43,112888576
1028,2011-08-18,243.15,243.61,234.93,238.31,159363007
1028,2011-08-19,228.95,229.75,222.95,222.98,178203580
1028,2011-08-22,224.62,225.49,218.09,219.15,141167912
1028,2011-08-23,222.3,229.17,220.38,228.12,152415439
1028,2011-08-24,229.56,231.08,223.52,225.14,147346814
1028,2011-08-25,230.3,232.0,226.73,227.02,117591693
1028,2011-08-26,225.55,229.73,225.54,229.0,93878958
1028,2011-08-29,232.8,236.95,229.94,235.78,127170846
1028,2011-08-30,239.13,240.47,236.72,237.64,139132575
1028,2011-08-31,237.91,242.16,236.59,242.16,117003648
1028,2011-09-01,243.07,248.84,241.95,242.37,156980678
1028,2011-09-02,241.18,243.76,238.42,240.16,99294056
1028,2011-09-05,234.93,235.03,228.89,228.89,109884325
1028,2011-09-06,224.46,229.82,223.18,226.65,121424307
1028,2011-09-07,232.72,236.15,231.04,236.12,113520401
1028,2011-09-08,239.55,239.64,235.48,238.47,143189225
1028,2011-09-09,234.09,238.51,233.4,233.4,122057339
1028,2011-09-14,231.92,232.68,224.16,225.15,119106816
1028,2011-09-15,231.65,233.01,224.54,228.58,140741442
1028,2011-09-16,234.94,238.49,233.32,237.5,157879894
1028,2011-09-19,234.58,237.5,233.74,235.32,112096089
1028,2011-09-20,235.29,238.11,231.55,237.53,119237921
1028,2011-09-21,238.08,241.85,236.57,239.51,117466078
1028,2011-09-22,233.2,234.77,230.02,232.05,124626880
1028,2011-09-23,223.64,224.8,218.58,218.62,172809127
1028,2011-09-26,221.85,221.96,212.92,214.18,170275396
1028,2011-09-27,221.23,225.37,219.76,225.29,141047506
1028,2011-09-28,227.28,228.95,223.82,223.82,140274936
1028,2011-09-29,222.51,230.54,221.76,230.37,142378818
1028,2011-09-30,228.79,231.23,226.61,230.41,128253728
1028,2011-10-04,218.92,221.99,215.53,221.93,129782656
1028,2011-10-05,223.64,223.64,216.39,217.34,151545938
1028,2011-10-06,223.99,227.25,223.47,223.94,149970437
1028,2011-10-07,229.61,231.47,228.92,230.27,146174741
1028,2011-10-10,230.64,233.38,230.34,230.82,105534395
1028,2011-10-11,236.75,236.9,234.27,234.8,147524683
1028,2011-10-12,233.79,236.91,232.44,236.66,120235383
1028,2011-10-13,239.65,240.32,238.09,238.09,139019910
1028,2011-10-14,236.96,240.3,235.44,239.67,105841291
1028,2011-10-17,242.43,243.49,241.0,243.49,117831660
1028,2011-10-18,238.47,240.98,237.99,239.89,127070623
1028,2011-10-19,241.5,242.11,239.09,242.11,125266427
1028,2011-10-20,242.2,244.22,235.36,235.57,127361873
1028,2011-10-21,239.03,240.83,235.94,240.02,145358186
1028,2011-10-24,242.5,248.21,242.44,248.21,133087740
1028,2011-10-25,248.41,249.18,246.43,247.2,129311899
1028,2011-10-26,244.87,247.9,243.73,247.56,113158546
1028,2011-10-27,249.0,251.5,246.96,251.2,162709347
1028,2011-10-28,256.42,256.88,251.4,252.47,202223867
1028,2011-10-31,251.36,254.33,248.83,249.88,122904635
1028,2011-11-01,247.51,252.22,247.5,249.92,114249961
1028,2011-11-02,244.87,248.28,243.24,248.03,123597499
1028,2011-11-03,247.4,247.4,243.14,244.09,116211732
1028,2011-11-04,249.8,252.44,248.95,252.34,125153039
1028,2011-11-07,252.66,252.66,250.14,250.78,97703969
1028,2011-11-08,251.85,251.94,247.86,248.32,95100049
1028,2011-11-09,251.38,252.0,247.92,249.23,123056310
1028,2011-11-10,243.07,243.38,236.02,236.02,156656530
1028,2011-11-11,239.79,243.05,237.35,242.99,101270202
1028,2011-11-14,246.4,249.02,246.37,248.27,98629212
1028,2011-11-15,246.25,247.97,244.98,246.21,90563380
1028,2011-11-16,247.71,249.6,241.44,241.98,112956200
1028,2011-11-17,242.87,244.84,239.09,244.6,100808871
1028,2011-11-18,239.55,241.13,238.5,239.43,93936948
1028,2011-11-21,238.54,238.54,235.32,236.64,78292874
1028,2011-11-22,233.8,238.46,233.71,237.8,82979472
1028,2011-11-23,236.81,236.93,231.32,231.68,142238767
1028,2011-11-24,230.7,234.26,229.93,233.35,95018619
1028,2011-11-25,231.11,232.78,229.74,231.03,118202206
1028,2011-11-28,235.09,236.86,233.87,236.59,94256317
1028,2011-11-29,238.4,242.61,237.77,242.5,122975948
1028,2011-11-30,241.15,242.64,240.04,241.19,111047441
1028,2011-12-01,250.12,252.82,249.76,251.52,181355396
1028,2011-12-02,251.23,252.04,249.95,251.19,98221279
1028,2011-12-05,252.87,253.02,250.52,252.22,77099154
1028,2011-12-06,250.94,251.94,247.88,249.48,105783925
1028,2011-12-07,251.08,252.12,249.69,251.57,102435285
1028,2011-12-08,250.26,252.4,248.47,250.31,117825207
1028,2011-12-09,246.28,247.85,244.67,244.93,96220869
1028,2011-12-12,248.73,248.86,247.0,248.55,119576044
1028,2011-12-13,245.44,245.87,243.48,243.48,104582860
1028,2011-12-14,241.67,243.54,241.59,242.35,75951988
1028,2011-12-15,239.15,240.02,236.48,236.72,100326665
1028,2011-12-16,237.85,240.13,237.22,239.82,102227521
1028,2011-12-19,238.3,238.35,227.54,231.74,145242996
1028,2011-12-20,233.79,234.49,232.25,233.83,81004428
1028,2011-12-21,240.01,241.87,239.1,241.51,100366852
1028,2011-12-22,240.5,241.4,239.67,241.4,57908389
1028,2011-12-23,243.26,244.95,243.06,244.22,82083518
1028,2011-12-26,244.96,245.1,242.04,242.64,56772913
1028,2011-12-27,242.69,243.91,236.43,240.79,77864739
1028,2011-12-28,239.44,239.44,237.28,238.15,64039207
1028,2011-12-29,236.87,239.55,235.7,238.08,63990850
1028,2012-01-02,239.04,239.96,236.81,238.7,67445841
1028,2012-01-03,241.56,245.82,241.56,245.82,91374258
1028,2012-01-04,246.89,247.06,244.16,244.24,97162966
1028,2012-01-05,244.58,245.5,243.25,243.56,90095723
1028,2012-01-06,243.97,243.97,237.88,240.57,84537806
1028,2012-01-09,238.88,238.99,235.95,238.02,81891620
1028,2012-01-10,240.07,242.69,239.89,241.69,101264606
1028,2012-01-11,242.19,242.29,240.46,240.83,90006617
1028,2012-01-12,241.8,243.46,239.82,243.46,109239763
1028,2012-01-13,243.6,246.06,243.02,245.28,103130675
1028,2012-01-16,243.34,243.7,240.88,243.1,77774080
1028,2012-01-17,245.79,247.82,245.76,247.81,114954438
1028,2012-01-18,247.57,248.81,246.68,247.82,108636047
1028,2012-01-19,250.6,251.34,249.15,251.27,117021786
1028,2012-01-20,252.28,256.94,252.28,256.61,137407573
1028,2012-01-25,256.22,260.07,256.1,257.14,109026235
1028,2012-01-26,258.05,258.49,256.49,257.52,92234406
1028,2012-01-27,258.01,258.88,256.38,258.65,103438412
1028,2012-01-30,257.39,258.12,254.68,255.21,97916583
1028,2012-01-31,255.45,257.88,254.09,256.9,105571722
1028,2012-02-01,255.73,258.81,255.56,257.06,125417862
1028,2012-02-02,260.18,261.96,259.25,260.35,162792537
1028,2012-02-03,259.95,260.09,257.06,258.53,114436371
1028,2012-02-06,261.65,262.0,257.65,258.93,133300731
1028,2012-02-07,259.37,260.26,258.41,259.8,169724892
1028,2012-02-08,260.26,262.94,259.96,262.94,157645381
1028,2012-02-09,261.99,264.5,259.28,264.5,146866940
1028,2012-02-10,263.6,263.77,260.19,261.17,128415586
1028,2012-02-13,262.14,263.56,260.88,262.75,92770452
1028,2012-02-14,261.69,263.08,261.32,262.38,128315306
1028,2012-02-15,263.76,266.13,263.69,265.88,124833511
1028,2012-02-16,262.99,263.93,261.61,261.89,108158236
1028,2012-02-17,265.9,266.84,265.01,265.82,114220286
1028,2012-02-20,268.28,269.26,265.92,265.95,93695693
1028,2012-02-21,265.41,266.89,263.5,265.89,104149778
1028,2012-02-22,264.88,266.69,264.55,266.63,99175689
1028,2012-02-23,264.78,264.78,262.72,263.58,93834701
1028,2012-02-24,263.77,265.2,262.1,265.2,87389188
1028,2012-02-27,264.21,264.33,260.76,261.3,88070458
1028,2012-02-28,262.19,263.93,261.8,263.45,104865401
1028,2012-02-29,265.06,267.68,265.03,267.13,110705615
1028,2012-03-02,268.64,269.5,267.27,267.45,101552859
1028,2012-03-05,266.56,266.9,264.12,264.75,79269452
1028,2012-03-06,265.25,265.94,261.2,262.85,89749195
1028,2012-03-07,258.65,261.17,258.32,260.35,76945361
1028,2012-03-08,261.23,263.55,259.65,262.85,101648104
1028,2012-03-09,265.27,266.33,263.18,265.62,87937373
1028,2012-03-12,265.67,265.74,263.6,263.74,82961656
1028,2012-03-13,265.1,267.74,265.1,266.9,95564111
1028,2012-03-14,270.47,271.68,269.85,269.85,106298848
1028,2012-03-15,269.81,270.61,269.05,269.76,94162263
1028,2012-03-16,271.39,271.48,268.22,268.27,95675744
1028,2012-03-19,269.01,270.61,268.58,270.27,88412134
1028,2012-03-20,270.2,271.59,268.74,269.68,91829390
1028,2012-03-21,268.14,269.46,266.9,267.79,80315846
1028,2012-03-22,267.6,268.45,266.44,267.98,83235342
1028,2012-03-23,266.36,268.44,266.15,267.95,74561141
1028,2012-03-26,269.13,270.06,266.43,267.41,73543311
1028,2012-03-27,270.62,270.87,268.97,270.71,79633921
1028,2012-03-28,269.86,270.55,269.07,269.64,74424604
1028,2012-03-29,267.87,268.72,266.15,267.13,81470670
1028,2012-03-30,266.5,267.22,265.19,266.58,84296438
1028,2012-04-02,267.72,269.36,266.8,268.99,67188044
1028,2012-04-03,270.66,272.83,270.31,272.46,89676790
1028,2012-04-04,272.13,272.48,267.98,268.33,94921050
1028,2012-04-05,266.69,270.33,265.48,269.96,84363843
1028,2012-04-06,269.54,270.41,268.96,269.97,81238970
1028,2012-04-09,266.95,267.24,265.44,265.88,76048491
1028,2012-04-10,266.48,267.81,264.83,265.38,71706928
1028,2012-04-12,263.88,263.95,261.47,263.95,73627475
1028,2012-04-13,265.95,267.27,265.11,266.86,75455025
1028,2012-04-16,263.58,265.4,263.28,264.49,57339277
1028,2012-04-17,264.72,265.43,263.02,263.32,58805139
1028,2012-04-18,267.39,267.51,265.72,266.22,66985855
1028,2012-04-19,265.6,266.86,264.74,265.58,62062907
1028,2012-04-20,263.79,263.83,261.25,261.84,66065819
1028,2012-04-23,261.31,262.8,260.34,261.66,52135210
1028,2012-04-24,259.47,261.82,259.22,260.76,66407463
1028,2012-04-25,263.24,263.24,260.72,260.82,68589729
1028,2012-04-26,262.89,263.25,260.28,261.51,73178969
1028,2012-04-27,262.7,264.48,262.3,263.43,75942159
1028,2012-04-30,265.4,265.67,263.7,264.35,83132183
1028,2012-05-02,266.1,267.01,265.35,266.61,89924342
1028,2012-05-03,266.05,266.7,265.35,266.05,69298008
1028,2012-05-04,264.72,265.41,263.72,264.4,69558982
1028,2012-05-07,259.71,260.29,259.1,259.73,68578602
1028,2012-05-08,261.28,261.62,260.35,261.12,56947892
1028,2012-05-09,259.88,260.46,258.22,258.79,71958162
1028,2012-05-10,258.0,259.01,256.94,257.89,67639041
1028,2012-05-11,256.97,256.97,253.91,254.0,66778130
1028,2012-05-14,254.07,255.02,252.3,254.11,64484508
1028,2012-05-15,251.97,253.08,250.24,252.32,87799016
1028,2012-05-16,250.63,250.88,243.79,243.93,92631935
1028,2012-05-17,244.15,246.21,242.52,244.48,113902490
1028,2012-05-18,240.12,240.14,235.46,235.85,114551874
1028,2012-05-21,238.61,239.41,237.02,238.62,73315237
1028,2012-05-22,242.38,243.04,240.58,242.66,87079842
1028,2012-05-23,240.7,240.71,237.93,239.76,71289024
1028,2012-05-24,239.44,240.72,238.43,240.51,56793285
1028,2012-05-25,241.06,242.92,240.36,241.6,58904669
1028,2012-05-29,241.14,245.67,240.49,245.26,67500573
1028,2012-05-30,244.68,244.92,242.27,244.68,71992874
1028,2012-05-31,241.17,244.05,240.16,244.05,70501575
1028,2012-06-01,242.45,244.03,240.97,242.98,53504760
1028,2012-06-04,235.91,237.51,235.37,236.3,85762605
1028,2012-06-05,238.54,239.47,237.36,238.79,60181723
1028,2012-06-07,244.1,246.16,244.1,245.51,78823661
1028,2012-06-08,246.34,246.39,243.3,243.69,55107930
1028,2012-06-11,247.3,248.55,247.12,248.3,71405851
1028,2012-06-12,244.62,246.99,244.55,246.43,55954043
1028,2012-06-13,248.14,248.14,245.64,247.08,55171915
1028,2012-06-14,246.7,248.62,246.43,248.62,78573766
1028,2012-06-15,248.52,248.54,245.09,246.57,86490569
1028,2012-06-18,251.43,252.69,250.57,251.37,77067491
1028,2012-06-19,250.5,251.7,250.0,251.31,53489482
1028,2012-06-20,253.59,253.59,251.71,252.92,65356459
1028,2012-06-21,251.59,252.31,249.22,250.46,60710894
1028,2012-06-22,246.57,246.92,243.74,244.15,67327729
1028,2012-06-25,243.37,243.37,239.19,240.75,61377431
1028,2012-06-26,239.81,241.0,239.18,239.68,55096540
1028,2012-06-27,239.31,240.39,236.6,239.85,62421799
1028,2012-06-28,241.07,241.24,238.09,239.98,50744434
1028,2012-06-29,238.46,244.9,237.42,244.9,74222287
1028,2012-07-02,246.35,246.63,244.42,244.46,64206656
1028,2012-07-03,245.47,247.24,245.37,246.8,79930011
1028,2012-07-04,247.88,248.83,247.32,247.76,69946276
1028,2012-07-05,247.01,248.01,246.49,247.67,65161964
1028,2012-07-06,247.93,248.36,243.91,245.07,57041364
1028,2012-07-09,242.36,242.92,241.26,241.73,52017549
1028,2012-07-10,242.81,243.14,240.01,240.88,56646860
1028,2012-07-11,240.37,240.69,238.66,240.34,54513279
1028,2012-07-12,240.49,241.06,234.66,234.66,76189660
1028,2012-07-13,235.49,239.98,233.58,238.77,77879285
1028,2012-07-16,239.81,240.11,237.92,239.39,53360511
1028,2012-07-17,238.07,242.21,237.15,240.19,68345462
1028,2012-07-18,240.11,241.1,235.61,236.42,81573544
1028,2012-07-19,240.09,241.53,239.41,240.44,78779298
1028,2012-07-20,240.59,241.49,239.8,240.35,69455623
1028,2012-07-23,236.89,236.91,234.36,235.75,63947946
1028,2012-07-24,235.19,237.04,234.77,236.65,69332181
1028,2012-07-25,231.9,235.78,231.68,233.49,69158341
1028,2012-07-26,234.75,236.02,233.04,235.33,67561691
1028,2012-07-27,239.64,242.23,238.72,242.23,72050941
1028,2012-07-30,244.8,245.35,244.08,244.58,63836946
1028,2012-07-31,244.83,252.53,244.39,250.08,101308635
1028,2012-08-01,248.42,250.83,247.95,249.6,84479619
1028,2012-08-02,250.15,250.43,247.23,247.9,81365169
1028,2012-08-03,244.57,247.13,244.17,244.81,72681145
1028,2012-08-06,249.92,251.74,249.67,250.36,79216216
1028,2012-08-07,250.04,251.14,249.66,250.39,75163689
1028,2012-08-08,251.8,255.13,251.74,252.84,119791857
1028,2012-08-09,253.34,259.11,253.34,258.08,124578587
1028,2012-08-10,257.59,259.12,257.17,258.91,74297099
1028,2012-08-13,258.71,258.76,256.63,256.65,53299978
1028,2012-08-14,258.14,260.3,257.62,260.11,79677603
1028,2012-08-16,260.03,260.56,258.59,260.08,78940930
1028,2012-08-17,260.92,261.08,257.6,258.2,76694878
1028,2012-08-20,257.65,258.57,256.64,258.03,60971580
1028,2012-08-21,259.19,260.2,257.43,257.5,66817891
1028,2012-08-22,256.9,258.07,253.79,256.21,70274227
1028,2012-08-23,256.06,257.32,254.6,257.28,67347857
1028,2012-08-24,254.12,254.92,252.95,253.73,73622496
1028,2012-08-27,251.65,253.95,251.34,252.77,83956024
1028,2012-08-28,253.46,254.12,251.83,252.57,66759602
1028,2012-08-29,253.09,254.64,252.31,254.22,72304421
1028,2012-08-30,253.29,253.39,249.65,250.96,70441184
1028,2012-08-31,249.58,251.78,249.52,250.56,77429609
1028,2012-09-03,250.97,252.65,247.36,251.23,72075044
1028,2012-09-04,251.03,251.81,250.22,250.56,67614945
1028,2012-09-05,248.73,248.77,245.75,245.75,74320138
1028,2012-09-06,246.79,247.77,245.68,246.79,61614266
1028,2012-09-07,252.16,254.02,251.79,254.02,99417372
1028,2012-09-10,254.8,255.29,253.38,253.38,60202832
1028,2012-09-11,252.72,253.32,251.48,252.73,54591236
1028,2012-09-12,254.35,257.4,253.78,256.95,70225407
1028,2012-09-13,256.68,257.54,255.08,256.87,78983745
1028,2012-09-14,263.14,265.3,262.68,265.02,155885623
1028,2012-09-17,264.79,265.63,263.48,263.97,105934012
1028,2012-09-18,263.39,264.56,263.05,264.25,71046835
1028,2012-09-19,263.44,265.34,262.55,264.44,86342018
1028,2012-09-20,262.87,263.93,261.54,261.87,86264673
1028,2012-09-21,263.26,264.05,262.16,263.41,75208968
1028,2012-09-24,262.47,263.87,259.94,263.56,70724852
1028,2012-09-25,262.18,263.77,261.63,262.03,76464365
1028,2012-09-26,259.38,261.25,258.8,260.42,96422452
1028,2012-09-27,258.99,262.06,258.91,261.62,86742460
1028,2012-09-28,263.22,263.3,261.48,262.49,105005212
1028,2012-10-02,262.82,263.53,262.3,262.48,72507997
1028,2012-10-04,262.68,262.91,260.44,261.92,96252203
1028,2012-10-05,263.65,264.16,261.46,262.07,80773574
1028,2012-10-08,261.83,261.89,259.7,260.11,70884511
1028,2012-10-09,260.1,261.65,259.65,259.66,66413698
1028,2012-10-10,257.25,257.49,255.15,255.15,91614717
1028,2012-10-11,253.14,255.22,250.97,252.84,67764508
1028,2012-10-12,253.5,253.75,251.69,252.44,66984622
1028,2012-10-15,251.6,253.14,250.77,251.44,87480789
1028,2012-10-16,253.88,254.36,252.49,253.98,66370988
1028,2012-10-17,255.98,257.41,255.19,256.06,77970805
1028,2012-10-18,256.73,257.82,256.11,257.27,74108578
1028,2012-10-19,256.45,257.12,254.3,254.79,57044753
1028,2012-10-22,250.19,254.42,250.04,254.22,70465039
1028,2012-10-23,254.41,254.43,251.86,251.86,64096685
1028,2012-10-24,249.14,251.12,248.32,249.8,86819682
