date,open,high,low,close,volume
2020-10-05,55263.77,56378.33,54420.03,54785.51,1323844
2020-10-06,54741.23,57214.13,54109.12,56429.56,945264
2020-10-07,56395.29,56611.66,55334.53,56439.6,828291
2020-10-08,56545.86,56618.39,54242.87,55249.3,811541
2020-10-09,55189.89,55407.23,53752.95,54332.78,982295
2020-10-12,54259.91,55076.4,53490.19,54479.63,962348
2020-10-13,54713.71,55263.25,53524.11,53964.21,677157
2020-10-14,54102.05,54353.97,53757.1,53846.66,917405
2020-10-15,54005.59,55419.28,53893.7,54773.79,976338
2020-10-16,54651.75,55145.64,53909.47,54038.53,1160707
2020-10-19,54008.15,56063.05,53836.19,55714.18,999314
2020-10-20,55705.57,56949.75,54817.01,56149.7,1047571
2020-10-21,55911.34,55946.74,54299.01,54704.74,1219688
2020-10-22,54672.69,56381.2,53877.05,55970.37,1047943
2020-10-23,55911.89,57055.37,55802.82,57014.1,1045432
2020-10-26,56900.95,59515.73,56240.56,58676.5,884151
2020-10-27,58676.76,58915.43,57514.84,57846.02,1020226
2020-10-28,57901.08,60632.91,57632.38,60533.87,1137611
2020-10-29,60409.76,60842.86,60102.12,60263.44,1184874
2020-10-30,60263.8,61327.95,60020.97,60929.1,1069963
2020-11-02,61076.23,63846.36,60904.41,62935.96,1058671
2020-11-03,63062.84,63275.34,61150.6,61913.43,917859
2020-11-04,61650.63,62909.1,60988.27,62083.11,1036498
2020-11-05,61893.87,62992.35,61204.78,61956.73,1157658
2020-11-06,62038.98,62801.61,60629.33,60776.57,967142
2020-11-09,60859.72,60952.26,60257.53,60398.49,725922
2020-11-10,60521.85,61525.23,58067.09,58622.64,1300246
2020-11-11,58626.44,58892.94,58052.62,58101.55,1350222
2020-11-12,58044.23,58200.73,56252.93,56608.46,1184656
2020-11-13,56746.18,57304.62,54365.74,54582.18,1295351
2020-11-16,54611.03,57740.72,54350.94,57275.28,1121345
2020-11-17,57202.82,57601.55,56489.29,56734.56,1204312
2020-11-18,56694.46,57976.62,56596.39,57712.63,991590
2020-11-19,57728.51,59355.16,56666.18,59159.2,1139253
2020-11-20,59125.31,60135.34,56469.78,57554.07,942207
2020-11-23,57611.72,57782.18,56044.47,56292.77,751562
2020-11-24,56478.57,58645.83,56101.93,57869.16,881737
2020-11-25,57653.78,58813.02,57582.47,58629.93,862763
2020-11-26,58413.85,60119.07,58018.78,59369.71,1163062
2020-11-27,59284.01,59632.16,58790.47,59010.16,892888
2020-11-30,59063.11,60719.15,58272.86,58846.94,1077951
2020-12-01,58829.92,59791.18,58269.23,58793.12,1157955
2020-12-02,58707.89,58952.48,58235.23,58329.78,910267
2020-12-03,58203.98,59495.83,57671.53,59141.49,1009352
2020-12-04,59056.16,60508.96,58715.53,60008.22,1297489
2020-12-07,60080.12,62225.68,59787.82,61203.49,901485
2020-12-08,61263.01,64207.75,61082.53,63346.85,1260955
2020-12-09,63205.27,63999.56,61742.97,62307.86,637033
2020-12-10,62149.94,62387.57,59780.84,60134.36,867543
2020-12-11,60191.18,62169.81,59530.46,61333.8,893345
2020-12-14,61332.86,62163.38,61111.34,61781.08,1036842
2020-12-15,61808.48,63458.32,61687.02,62896.41,1000912
2020-12-16,63036.55,65316.91,62537.12,64414.5,990456
2020-12-17,64455.9,65957.3,63839.3,64924.75,1337244
2020-12-18,64576.51,64754.36,64367.22,64724.98,787489
2020-12-21,64891.47,68725.45,64874.42,68063.42,1128568
2020-12-22,68150.08,69883.12,67911.65,69530.75,1058335
2020-12-23,69408.33,70340.52,69298.57,70046.98,1077908
2020-12-24,69867.25,71082.34,69241.46,70375.7,761916
2020-12-25,70276.71,70580.86,69474.24,70364.16,1133882
2020-12-28,70396.25,74106.46,70222.98,73386.24,538981
2020-12-29,73442.63,76684.36,73244.58,76252.57,853257
2020-12-30,76150.13,76461.95,75820.24,76155.76,779700
2020-12-31,76007.84,79374.82,75588.45,78654.24,768401
2021-01-01,78691.59,79555.63,78687.78,79430.68,887730
2021-01-04,79362.77,80194.51,78449.18,80139.05,745049
2021-01-05,80037.1,80644.92,78169.57,79207.34,951060
2021-01-06,79193.17,80734.51,78642.98,79488.51,1143712
2021-01-07,79332.9,80153.32,77787.3,79487.4,1344595
2021-01-08,79344.64,81137.0,79199.37,80125.82,1334221
2021-01-11,80201.33,80364.61,78716.12,79312.59,874835
2021-01-12,79252.48,81431.97,78801.92,80720.77,1047315
2021-01-13,80714.58,80798.79,77199.07,77344.0,1407428
2021-01-14,77341.76,78647.06,75265.51,76370.99,886398
2021-01-15,76341.09,76824.42,75604.19,76158.97,1200908
2021-01-18,76233.52,76778.13,75727.23,76000.24,1095842
2021-01-19,75512.93,76004.18,72855.05,74772.85,980305
2021-01-20,74788.51,75618.3,73605.95,73850.5,958549
2021-01-21,73806.47,74687.74,71678.42,71930.08,1300106
2021-01-22,71844.59,74088.37,70844.06,73365.44,1087518
2021-01-25,73480.36,74570.58,72588.97,74323.13,615093
2021-01-26,74197.5,77281.86,72627.06,75852.3,777104
2021-01-27,75890.39,76383.38,74048.22,74469.53,1116090
2021-01-28,74392.67,75305.87,72035.42,72450.92,868305
2021-01-29,72945.86,74394.65,72783.58,73375.89,1132486
2021-02-01,73580.69,74436.82,73026.57,73668.43,839244
2021-02-02,73689.79,75046.79,73241.89,74877.95,626383
2021-02-03,74980.62,75193.81,72785.55,73309.38,731242
2021-02-04,73453.82,76034.22,73233.67,74376.65,1383417
2021-02-05,74522.1,74538.27,72769.93,73382.98,919406
2021-02-08,73317.84,73596.15,71736.4,72172.27,821216
2021-02-09,72086.33,74567.11,71401.18,73668.24,1094617
2021-02-10,73739.58,74255.69,69559.89,70449.23,909317
2021-02-11,70472.08,70562.97,68411.06,69312.87,1008815
2021-02-12,69127.01,69277.61,68493.75,68539.11,1234246
2021-02-15,68722.89,69720.59,68192.21,68871.56,771038
2021-02-16,68838.56,69397.91,67499.19,67971.27,1133999
2021-02-17,68008.67,69965.32,67733.1,69658.99,817597
2021-02-18,69552.73,70574.17,67699.6,69769.27,1169014
2021-02-19,69763.36,71246.53,69621.09,71007.51,1258742
2021-02-22,71008.98,74570.45,70552.34,73371.73,1083101
2021-02-23,73186.71,74083.68,72698.63,73841.84,1158900
2021-02-24,73579.89,74536.55,72272.03,72287.57,1062188
2021-02-25,72177.33,73255.64,71781.01,72682.97,955813
2021-02-26,72659.55,75490.31,72141.65,74098.24,999957
2021-03-01,74289.03,74756.63,73278.66,73759.0,1026827
2021-03-02,73493.4,77503.54,73239.88,77353.18,1219369
2021-03-03,77254.76,78327.11,76320.66,76648.33,1055478
2021-03-04,76706.67,77741.26,76253.24,76670.44,988468
2021-03-05,76838.14,77435.8,76398.21,77045.8,988232
2021-03-08,76951.88,79006.5,75805.49,78928.66,789650
2021-03-09,78920.56,81793.95,78882.97,80302.65,951892
2021-03-10,80355.38,80576.47,78570.55,78573.17,1187203
2021-03-11,78741.23,78958.15,77603.22,77808.56,1256063
2021-03-12,77744.34,78467.08,77583.46,78368.38,708111
2021-03-15,78366.49,80477.27,77621.66,79444.4,1171095
2021-03-16,79783.77,80642.05,77650.6,77802.98,487772
2021-03-17,77719.75,78083.31,77499.46,77636.68,929758
2021-03-18,77753.1,81721.87,77500.18,81110.84,418437
2021-03-19,81307.7,81784.32,80273.57,80363.67,762807
2021-03-22,80376.7,81661.58,79656.53,81630.57,1319408
2021-03-23,81341.18,82914.66,81162.86,82622.23,761947
2021-03-24,82546.76,82835.48,79759.59,79854.48,842754
2021-03-25,79892.6,80380.3,79631.36,80103.76,871091
2021-03-26,80093.14,80750.05,75485.11,77529.82,562749
2021-03-29,77384.61,77545.77,75837.78,76555.5,1013023
2021-03-30,76431.68,77999.65,75240.73,77896.84,1165466
2021-03-31,78211.1,78787.0,75448.8,75637.12,906547
2021-04-01,75524.3,75953.5,74184.39,74802.29,737983
2021-04-02,74794.68,76332.04,73362.92,73912.44,846697
2021-04-05,74109.57,75353.82,73748.55,75153.47,900516
2021-04-06,74861.66,75040.69,73395.9,73832.96,517377
2021-04-07,74050.35,74697.12,73223.38,74431.29,937296
2021-04-08,74434.31,74724.75,72040.6,72900.17,1197545
2021-04-09,72798.3,73136.46,72659.2,73024.83,1115124
2021-04-12,72928.52,76166.63,71952.63,75238.36,1470995
2021-04-13,75095.5,76024.53,74133.36,74167.14,1014037
2021-04-14,74285.93,74919.28,73423.28,73888.33,742265
2021-04-15,74042.1,77055.27,73394.42,76087.14,1260969
2021-04-16,76191.73,77054.25,75926.51,76632.72,960826
2021-04-19,76544.79,76738.07,73321.97,74196.93,1014669
2021-04-20,74120.32,76770.17,73472.02,76019.96,1033000
2021-04-21,76041.59,78729.84,75083.17,78703.48,1062065
2021-04-22,78636.54,79671.47,78102.06,79633.73,1142575
2021-04-23,79690.56,82227.72,79664.7,81829.49,867987
2021-04-26,81760.24,81838.47,80496.14,80516.89,1198087
2021-04-27,80752.46,82580.59,80541.94,81961.71,1015725
2021-04-28,82231.48,82722.64,79254.53,79591.41,1359677
2021-04-29,79490.92,79553.3,77351.32,77813.27,1015007
2021-04-30,77909.58,78409.59,77381.15,78315.55,931178
2021-05-03,78497.16,80856.46,78313.0,79478.6,1033716
2021-05-04,78993.71,79231.27,75556.63,76053.39,1154059
2021-05-05,76049.89,76337.84,75979.99,76065.07,817592
2021-05-06,76182.53,76382.08,75061.84,75434.04,996125
2021-05-07,75287.47,75910.53,74185.22,74810.4,1072337
2021-05-10,74849.21,75127.78,72093.29,72561.8,676160
2021-05-11,72575.11,72960.26,71881.64,72376.54,1178643
2021-05-12,72315.03,72914.35,72159.94,72181.85,858962
2021-05-13,72128.6,74069.58,71638.28,73403.67,1061919
2021-05-14,73468.54,75665.59,73148.97,75299.31,1168172
2021-05-17,75364.76,75696.16,73929.72,75517.95,824569
2021-05-18,75369.93,77035.87,74395.36,76633.88,781753
2021-05-19,76486.88,79829.04,76249.27,79179.33,780798
2021-05-20,79254.77,83005.06,78130.26,80823.24,855116
2021-05-21,80650.28,81936.5,80166.57,81346.15,801064
2021-05-24,81124.4,82421.58,79998.02,81625.9,770189
2021-05-25,81351.84,82108.93,77122.17,77575.29,1203148
2021-05-26,77427.6,77537.94,74618.1,75394.27,951818
2021-05-27,75434.83,75477.97,73563.09,73908.78,959431
2021-05-28,73907.71,75735.11,72830.18,73002.33,1237125
2021-05-31,72861.16,74793.63,71935.29,73658.67,893869
2021-06-01,73686.99,74138.39,73345.29,73353.57,1290411
2021-06-02,73627.19,73885.1,72668.69,72878.24,1181353
2021-06-03,73026.13,74718.71,72587.32,74329.31,1316601
2021-06-04,74203.19,74841.64,73503.72,73960.21,989170
2021-06-07,74041.92,75522.24,73969.84,74130.08,746532
2021-06-08,74201.29,74366.07,72850.34,73348.77,1139197
2021-06-09,73315.73,74553.58,72836.99,74362.81,874757
2021-06-10,74159.18,74386.31,73558.41,73636.84,893871
2021-06-11,73651.22,74340.07,73193.26,73771.59,835299
2021-06-14,73520.42,75529.14,72951.61,75432.87,775584
2021-06-15,75277.97,76667.27,72977.04,73781.16,934810
2021-06-16,73672.4,73711.45,71607.39,71931.12,797199
2021-06-17,71785.22,72707.9,71766.8,72323.66,827272
2021-06-18,72210.3,74001.94,71718.43,72121.16,1104702
2021-06-21,71938.62,72143.7,70151.85,70508.35,899623
2021-06-22,70607.68,71821.72,69058.77,70340.12,976887
2021-06-23,70551.52,73454.92,70081.87,72870.5,942029
2021-06-24,72821.17,75708.31,71970.54,75377.43,923138
2021-06-25,75434.82,75465.5,72955.93,74906.98,709574
2021-06-28,74661.3,76135.84,74441.13,75390.03,1004930
2021-06-29,75088.16,75881.73,74136.75,75181.54,1001849
2021-06-30,75113.95,77176.56,73493.06,77056.41,880845
2021-07-01,76993.21,77276.84,75404.02,76292.35,952338
2021-07-02,76022.99,76581.15,75880.86,76291.84,609802
2021-07-05,76159.03,76945.43,75978.82,76348.28,972891
2021-07-06,76291.17,78977.35,76154.19,78568.11,980899
2021-07-07,78624.28,78790.96,76427.37,76984.44,651154
2021-07-08,77155.77,79270.02,76535.81,78711.62,1323113
2021-07-09,78943.55,79458.8,78165.49,79238.29,979835
2021-07-12,79298.76,80644.53,78395.44,78646.48,1189100
2021-07-13,78913.59,82129.1,78324.25,82122.44,1406721
2021-07-14,81813.06,83495.77,79086.03,79958.97,693022
2021-07-15,79927.01,80908.78,78286.28,79425.28,996668
2021-07-16,79637.48,80267.59,79473.85,80023.6,931502
2021-07-19,80163.87,82187.72,79774.52,81821.71,693078
2021-07-20,81668.07,82084.58,80891.22,81700.51,1418056
2021-07-21,81669.79,82252.78,81096.82,81941.09,955216
2021-07-22,82185.29,84222.94,81834.08,83735.59,1143804
2021-07-23,83435.08,84352.31,80692.48,82234.12,1256388
2021-07-26,81672.36,82303.01,80570.96,81039.19,912376
2021-07-27,80900.15,83461.58,80758.47,83090.33,1041646
2021-07-28,83064.61,83239.01,80297.86,80664.36,727046
2021-07-29,80500.67,80731.94,78917.41,79640.84,1053284
2021-07-30,79602.22,80211.43,77998.46,80107.97,1001761
2021-08-02,80012.68,81855.19,78752.25,81345.27,995511
2021-08-03,81409.69,81470.65,79258.19,81005.84,347964
2021-08-04,80884.44,80901.96,77865.44,78431.79,849606
2021-08-05,78206.19,78949.01,74539.04,75633.31,821809
2021-08-06,75783.55,80169.54,75219.58,79877.74,1190267
2021-08-09,79605.43,80719.42,76780.19,77585.11,1159387
2021-08-10,77313.24,78724.04,76931.54,78272.26,1243301
2021-08-11,78332.72,78574.59,77941.99,78182.44,1314994
2021-08-12,78412.95,80070.24,77550.57,79841.61,794165
2021-08-13,79990.89,80231.38,78522.4,78893.22,1017461
2021-08-16,78908.35,79239.42,76000.41,76301.65,759747
2021-08-17,76355.81,79819.27,75848.05,78948.45,660396
2021-08-18,78633.48,79350.78,75517.27,75782.62,1133844
2021-08-19,75927.02,76304.63,74726.24,75655.31,815927
2021-08-20,75747.81,76859.99,74646.75,76085.91,594999
2021-08-23,76032.77,79763.68,76009.6,79024.03,709393
2021-08-24,79088.86,82389.8,78652.41,81231.47,790269
2021-08-25,81385.77,81992.73,81138.73,81251.27,1223811
2021-08-26,81182.86,81288.56,78378.11,79104.19,972197
2021-08-27,79186.76,79704.56,77698.98,77995.67,1064057
2021-08-30,78124.09,79020.79,76723.87,77771.57,1097394
2021-08-31,77719.37,77760.4,76533.62,77423.63,964556
2021-09-01,77224.52,77374.21,76629.32,76649.25,803850
2021-09-02,76719.52,77773.17,75956.33,76186.08,1396873
2021-09-03,76317.37,78253.19,76241.51,77794.89,874716
2021-09-06,77805.64,77939.83,76470.72,77679.38,1404232
2021-09-07,77838.74,79199.32,76314.97,78678.59,986072
2021-09-08,78904.87,81264.56,78664.44,79315.9,1269235
2021-09-09,79357.15,81867.56,79014.58,81158.38,1320430
2021-09-10,80790.5,80941.19,78358.45,79133.5,1221471
2021-09-13,79228.87,79700.39,77806.54,78388.34,862930
2021-09-14,78545.54,79481.81,75835.95,76921.95,1170763
2021-09-15,76575.49,77750.31,75682.16,76794.45,921686
2021-09-16,77113.43,77143.68,76259.64,77004.92,984910
2021-09-17,76797.95,77701.94,76377.81,77650.74,810057
2021-09-20,77822.1,78776.94,77626.77,78353.65,1159708
2021-09-21,78413.59,78872.33,76727.63,76744.94,962272
2021-09-22,76668.03,77042.67,76055.05,76922.75,628792
2021-09-23,77002.8,79210.69,76277.09,78991.21,930182
2021-09-24,79107.97,79653.58,77284.98,78232.17,1023436
2021-09-27,78089.95,78336.83,74710.04,74993.61,709849
2021-09-28,75009.64,75425.31,74633.78,74745.64,1461134
2021-09-29,75045.45,75249.88,74534.9,75040.47,1116390
2021-09-30,75034.91,76690.82,74160.83,74437.78,888459
2021-10-01,74457.17,76408.81,73693.33,76135.59,1007358
2021-10-04,76020.03,77441.87,75343.78,75444.31,1179657
2021-10-05,75506.23,78185.59,75121.12,77694.94,1191995
2021-10-06,77773.14,78751.99,77403.76,78639.79,914995
2021-10-07,78670.56,79695.62,76925.64,77649.9,879596
2021-10-08,77641.58,78430.48,75850.32,76101.35,1060503
2021-10-11,76078.98,76444.34,72106.95,72549.31,676725
2021-10-12,72533.38,74473.89,72116.66,73162.92,968826
2021-10-13,73177.36,74496.45,71619.62,72593.7,1125727
2021-10-14,72541.79,72913.05,71926.25,72182.52,916880
2021-10-15,72231.48,72535.7,71728.09,71962.85,915797
2021-10-18,71778.25,72447.21,70978.1,71237.65,1155766
2021-10-19,70734.1,71768.69,70347.54,70633.54,1333217
2021-10-20,70604.93,72512.73,70306.44,72262.56,1343396
2021-10-21,72131.77,73123.22,71537.37,72440.56,602534
2021-10-22,72585.48,73241.8,70787.42,71660.94,1001284
2021-10-25,71710.86,73684.71,71588.2,72936.24,1133203
2021-10-26,72799.69,75202.59,72629.2,73493.9,707146
2021-10-27,73099.44,73580.24,72603.97,72619.82,1478779
2021-10-28,72675.87,73520.83,72506.93,72957.19,887457
2021-10-29,73035.86,76159.77,72274.44,74998.19,821773
2021-11-01,74943.48,75202.9,73977.89,74331.31,972273
2021-11-02,74551.19,75576.95,73401.53,73457.32,800075
2021-11-03,73354.6,73966.43,71874.01,72536.15,1055300
2021-11-04,72603.65,73740.83,72360.02,73104.42,1399016
2021-11-05,73054.88,75470.36,72797.2,73471.57,886661
2021-11-08,73376.03,74957.7,72616.77,74728.06,890417
2021-11-09,74838.72,75488.79,71805.94,72751.88,941620
2021-11-10,72795.13,75081.13,72749.9,74433.13,887368
2021-11-11,74396.84,74570.9,71782.32,73681.4,637504
2021-11-12,73787.6,74335.17,73733.05,73906.49,802827
2021-11-15,73939.65,73941.48,71749.71,72058.77,759250
2021-11-16,72059.87,72404.99,72023.45,72274.43,941399
2021-11-17,72339.5,74502.58,71303.63,73185.06,1002726
2021-11-18,73282.86,73674.7,70525.92,71623.53,720103
2021-11-19,71844.54,71879.8,70789.85,71324.39,1136962
2021-11-22,71446.86,72022.76,70645.4,70841.25,1420078
2021-11-23,70897.37,71610.1,69765.73,70712.52,828308
2021-11-24,70634.41,71260.8,68736.42,69677.83,949021
2021-11-25,69667.84,70316.21,68474.06,69063.51,942335
2021-11-26,68941.78,68993.58,68797.0,68982.25,1208330
2021-11-29,69051.6,70634.19,68637.44,69938.6,1265807
2021-11-30,69873.88,70443.59,69156.96,70158.63,1347540
2021-12-01,69957.25,71094.75,69622.15,70336.66,894404
2021-12-02,70458.89,71821.48,70079.08,71109.21,821362
2021-12-03,71280.33,74221.47,70895.42,72859.65,933478
2021-12-06,73007.93,73339.9,71887.4,71935.48,764993
2021-12-07,71806.23,72381.26,68367.45,68968.05,589323
2021-12-08,68910.16,69131.51,66529.03,66876.26,953367
2021-12-09,66866.21,67639.61,66249.37,66773.48,1037677
2021-12-10,66924.89,67392.87,64585.23,65206.48,1019764
2021-12-13,65043.18,65235.84,64036.67,64889.73,460169
2021-12-14,64785.34,67302.54,64267.42,66995.21,969032
2021-12-15,66970.52,69235.3,66947.42,68041.77,1125648
2021-12-16,67974.82,68240.49,66841.4,67168.26,1323778
2021-12-17,66999.78,67455.61,66103.72,67054.17,1094254
2021-12-20,66913.72,67195.8,66302.47,66960.35,1089408
2021-12-21,67058.55,67314.68,65969.31,66324.43,1035961
2021-12-22,66181.99,69294.08,66091.66,68612.18,1123318
2021-12-23,68649.78,69303.16,68647.67,69198.67,1131976
2021-12-24,69001.65,69942.71,68120.0,69632.96,1174722
2021-12-27,69385.22,70087.27,68936.55,69684.74,1285524
2021-12-28,69652.94,70013.14,68190.26,68370.32,663228
2021-12-29,68312.45,68565.8,66646.64,67696.22,876032
2021-12-30,67843.35,68221.78,66475.05,67257.56,1085896
2021-12-31,67163.22,67246.42,66204.21,66339.17,1016389
2022-01-03,66413.86,66858.59,65352.9,65663.31,961642
2022-01-04,65620.54,65763.43,63087.1,64001.5,646577
2022-01-05,63965.58,65609.36,63557.15,65506.42,1304734
2022-01-06,65275.13,65574.07,64366.35,64998.55,1081142
2022-01-07,65157.94,65449.79,64725.35,64976.59,1275909
2022-01-10,64907.16,69090.26,64673.89,68368.42,1086751
2022-01-11,68236.73,69182.21,66486.96,66583.23,894863
2022-01-12,66742.9,69611.43,66102.15,69112.76,998008
2022-01-13,68836.86,71949.27,68296.63,70843.87,1191922
2022-01-14,70909.95,71388.08,70834.97,71248.63,1238428
2022-01-17,71315.31,77397.33,71011.81,76404.66,1317414
2022-01-18,76433.43,76946.94,75866.15,76606.99,894737
2022-01-19,76413.09,77816.02,74635.57,74975.27,1198135
2022-01-20,74765.98,75585.0,74117.33,75550.0,843502
2022-01-21,75576.91,75656.73,75337.72,75442.64,945450
2022-01-24,75631.89,77368.63,74780.74,75713.94,958597
2022-01-25,75860.45,77262.05,74928.04,76487.47,1249448
2022-01-26,76446.93,78267.99,75623.83,77098.02,1124715
2022-01-27,77101.85,77400.5,75495.66,75820.66,1348784
2022-01-28,76188.17,76285.18,75135.07,75671.09,1027222
2022-01-31,75648.63,79711.72,73946.01,79304.15,1117714
2022-02-01,79285.86,80362.86,76943.95,77136.75,1143106
2022-02-02,77085.12,77298.28,75924.23,76755.4,1019413
2022-02-03,76608.58,77898.18,76496.57,76593.47,963317
2022-02-04,76751.8,77804.64,76076.96,77175.89,1050317
2022-02-07,77137.34,79323.08,76515.32,77576.68,979685
2022-02-08,77526.88,79802.19,76482.12,78698.78,990004
2022-02-09,78780.05,79311.74,77981.87,78056.45,879866
2022-02-10,78177.41,78300.99,76909.46,77277.06,614440
2022-02-11,77214.56,77596.49,74929.93,76434.11,905753
2022-02-14,76476.45,79288.55,75906.01,78852.4,723565
2022-02-15,78724.33,79389.29,78048.66,79051.84,1181998
2022-02-16,78784.85,80200.06,77884.61,79723.29,756421
2022-02-17,79713.3,82414.47,79352.52,81671.02,759436
2022-02-18,81902.43,82198.67,79182.95,80195.52,1155213
2022-02-21,80162.98,80402.04,77444.55,77640.49,1076284
2022-02-22,77252.06,77408.69,76998.15,77065.15,951682
2022-02-23,77176.77,78014.03,76052.86,77881.71,1430105
2022-02-24,77820.66,79260.91,77405.94,78213.72,635711
2022-02-25,78359.79,81409.48,77860.77,80948.05,816895
2022-02-28,81064.48,81925.64,79061.81,79221.1,965289
2022-03-01,79263.69,82972.68,78613.03,81718.51,837147
2022-03-02,81365.91,81376.71,77192.89,79440.6,826102
2022-03-03,79333.86,79854.34,74777.44,75477.8,879034
2022-03-04,75510.45,76668.69,74745.97,74786.24,968351
2022-03-07,74630.75,75491.1,72562.27,73048.85,1073942
2022-03-08,72989.66,73984.1,70419.62,71727.96,893218
2022-03-09,71539.66,72459.94,70420.49,70633.5,893614
2022-03-10,70912.12,72195.04,68520.02,68618.15,784972
2022-03-11,68618.16,70147.53,68521.33,69491.32,834416
2022-03-14,69473.34,71621.93,69317.36,71420.83,839973
2022-03-15,71650.1,73118.08,71488.76,72092.98,1114442
2022-03-16,71990.77,74040.53,71863.21,73005.72,622002
2022-03-17,72861.57,73863.38,72423.17,73696.39,922842
2022-03-18,73884.29,75303.87,72435.45,74224.61,960407
2022-03-21,74521.42,75204.35,73760.44,74092.16,963907
2022-03-22,73883.8,74186.45,70878.97,70950.36,897585
2022-03-23,71037.18,71682.14,70671.63,71114.04,788192
2022-03-24,70813.16,72804.88,70335.75,72438.21,574869
2022-03-25,72580.91,73307.64,71298.2,71784.08,971450
2022-03-28,71858.39,74226.61,70795.38,73647.04,677424
2022-03-29,73311.69,74197.86,72957.42,73691.2,737467
2022-03-30,73658.17,74129.5,71992.83,73061.65,990970
2022-03-31,73059.97,74295.12,72569.03,72854.24,808409
2022-04-01,72713.84,74040.8,72382.21,72423.86,1405255
2022-04-04,72367.39,73353.57,71001.3,71342.55,1066341
2022-04-05,71274.12,73375.21,71020.37,72804.28,1180983
2022-04-06,72976.51,73761.23,72551.08,73489.26,753251
2022-04-07,73386.89,73552.47,72074.59,72836.61,835892
2022-04-08,72961.95,73282.23,71906.18,72397.34,1183940
2022-04-11,72338.95,74443.75,70953.78,74175.46,667886
2022-04-12,74365.5,75657.65,73650.39,74183.75,882558
2022-04-13,73951.1,74738.5,73003.13,74602.31,980647
2022-04-14,74911.79,77041.1,74690.17,76953.1,649244
2022-04-15,77171.59,77991.13,75499.48,76057.69,1069974
2022-04-18,76003.86,78625.81,73944.85,78399.68,809053
2022-04-19,78325.64,80028.96,78043.15,78923.28,911795
2022-04-20,79035.47,79905.66,77200.58,78438.81,956686
2022-04-21,78508.19,78855.51,77298.61,77845.17,1038159
2022-04-22,77989.03,78579.46,76500.79,78555.46,971584
2022-04-25,78524.92,78868.65,78138.54,78434.91,1204157
2022-04-26,78639.87,79588.02,76165.55,78079.51,788342
2022-04-27,78024.63,82540.37,77884.38,82372.53,896610
2022-04-28,82378.18,84354.87,81457.69,82716.01,1037988
2022-04-29,82803.28,84850.42,81938.52,83877.42,858159
2022-05-02,83888.96,85857.85,82752.78,85145.23,1103749
2022-05-03,85079.96,85504.45,83783.99,84192.19,909740
2022-05-04,84120.48,84506.2,83422.23,83856.88,1005488
2022-05-05,83554.71,84166.68,81519.06,82270.48,886886
2022-05-06,82311.12,84605.48,81388.48,83580.67,588370
2022-05-09,83690.95,84667.06,82254.06,83545.95,870390
2022-05-10,83504.85,86094.75,83416.95,85553.31,1465184
2022-05-11,85721.55,86984.48,85589.31,86395.45,941734
2022-05-12,86561.9,88029.45,86111.78,87261.72,968708
2022-05-13,87085.34,88368.4,85290.56,88335.82,860595
2022-05-16,88084.37,89102.49,87020.23,87840.87,1100149
2022-05-17,88047.16,90608.23,87336.97,90023.8,1061306
2022-05-18,89751.13,92277.55,88807.05,92131.8,1172171
2022-05-19,92074.64,93081.55,91937.83,92288.35,779420
2022-05-20,92222.04,94656.1,90743.87,94462.88,491260
2022-05-23,94780.33,97895.07,94310.34,95730.01,1115906
2022-05-24,95745.56,96215.0,94839.81,96204.07,1223579
2022-05-25,96278.1,100464.09,94642.32,98226.01,992794
2022-05-26,98608.0,101069.14,98538.18,99743.18,1218569
2022-05-27,99630.98,101081.11,97889.82,100924.66,689488
2022-05-30,101215.07,102689.27,99973.81,101713.58,1035130
2022-05-31,101646.16,108570.86,101158.36,105417.61,958264
2022-06-01,105036.67,106049.08,104731.77,105650.77,1106447
2022-06-02,105080.77,107798.71,103813.09,104476.77,749885
2022-06-03,104254.02,106642.24,104095.64,106151.95,1313033
2022-06-06,106196.95,107510.52,105788.03,106438.04,1136311
2022-06-07,106591.48,107697.58,106152.17,106379.99,1082945
2022-06-08,106643.49,107337.84,105357.42,106007.43,814421
2022-06-09,105854.23,106283.96,104667.08,105867.78,1156721
2022-06-10,105933.07,107214.57,103499.57,106332.93,1008814
2022-06-13,106479.68,107027.22,105430.01,105993.87,1261854
2022-06-14,105768.81,107064.34,100353.93,101835.94,838017
